cpu_cores,cpu_frequency,gpu_memory,disk_capacity,network_speed,processes,cpu_temperature,gpu_temperature,disk_temperature,network_bandwidth,network_latency,process_memory_usage,process_cpu_usage,cpu_power_usage,gpu_power_usage,disk_power_usage,network_power_usage
34,2.34,17.91,10000.0,67.758,3036,58.67,65.32,23.64,679.44,45.05,664,55,270.58,323.08,3.13,8.87
22,2.86,24.83,10000.0,61.011,7821,73.37,67.67,24.56,260.1,46.78,741,46,254.79,251.93,2.78,4.4
17,2.5,14.9,10000.0,61.959,9831,56.5,69.29,21.54,777.02,75.49,532,56,252.28,334.14,9.52,6.95
52,1.8,15.75,10000.0,57.913,6986,58.52,68.39,24.9,414.93,36.88,109,69,273.83,333.35,5.98,1.99
18,3.88,20.26,10000.0,48.464,255,60.2,68.96,22.73,330.77,65.48,666,37,253.06,328.68,3.78,8.56
22,4.6,23.21,10000.0,72.924,31,64.78,67.67,22.18,976.62,98.35,360,47,269.01,329.8,2.61,2.23
53,2.86,13.26,10000.0,38.641,6657,67.72,61.01,20.12,328.53,32.31,800,57,260.61,303.52,1.46,9.96
61,2.46,21.07,10000.0,61.834,4330,64.03,69.63,21.36,147.48,83.07,829,37,266.85,326.47,2.35,3.79
51,2.16,18.52,10000.0,71.198,3980,61.68,58.73,21.06,957.51,51.58,906,61,259.74,300.38,1.9,8.48
62,2.2,22.11,10000.0,66.536,1307,55.01,69.53,22.43,218.39,7.3,268,41,281.82,322.16,1.18,6.64
37,3.34,20.0,10000.0,46.623,9048,56.76,59.15,22.14,990.62,70.94,341,47,282.8,294.56,6.56,2.16
41,3.76,18.54,10000.0,68.089,1019,76.83,65.96,22.99,543.0,89.95,627,44,269.71,341.4,2.26,9.76
18,1.53,12.79,10000.0,36.33,6394,63.55,59.28,22.82,182.29,22.88,410,70,262.54,314.03,3.31,4.35
19,2.23,22.75,10000.0,52.981,8168,56.72,63.51,20.62,827.98,5.57,712,58,266.92,266.57,1.2,8.53
60,1.86,20.38,10000.0,64.52,9103,73.37,65.81,20.75,383.78,33.23,368,55,252.05,342.18,2.54,9.26
60,3.1,25.7,10000.0,64.831,25,67.73,57.02,20.74,28.61,20.39,323,44,251.57,275.36,5.82,9.35
19,2.19,16.34,10000.0,48.262,5866,66.34,65.89,20.37,998.02,2.05,118,49,262.26,349.14,8.32,4.12
28,2.91,24.13,10000.0,50.809,4233,63.29,62.12,23.01,617.28,25.05,266,55,292.62,299.93,6.3,1.95
1,3.47,12.61,10000.0,52.004,6938,55.04,70.78,23.89,149.65,14.88,802,69,251.87,273.43,7.57,9.22
22,3.69,19.13,10000.0,65.928,4909,64.91,71.23,24.25,833.47,91.49,474,68,267.78,290.18,5.94,8.11
16,4.13,15.95,10000.0,60.776,8170,63.53,67.4,23.13,99.12,50.17,989,39,280.75,300.04,2.87,8.93
54,0.95,16.74,10000.0,54.648,8754,72.93,63.6,22.09,588.72,58.96,228,55,268.21,334.14,4.31,3.62
2,2.75,26.3,10000.0,68.93,9303,68.15,62.29,21.61,180.28,78.28,275,60,250.25,319.49,8.62,3.55
7,1.12,20.75,10000.0,48.791,3918,69.05,69.11,20.43,776.32,46.38,529,43,266.41,341.84,2.93,6.05
57,4.32,16.76,10000.0,68.465,6269,56.23,68.46,23.79,654.6,93.15,798,52,260.19,303.23,2.78,4.51
38,0.25,21.34,10000.0,52.938,4537,62.06,55.63,21.61,315.2,18.47,892,58,299.88,301.97,1.54,6.37
41,1.49,17.29,10000.0,67.968,1215,72.3,57.3,24.7,995.87,79.3,522,47,297.64,326.52,2.6,5.53
13,2.9,22.98,10000.0,49.141,957,71.56,61.79,22.18,353.64,64.14,677,47,280.21,299.29,2.25,5.5
6,3.44,21.7,10000.0,50.614,9561,70.93,60.93,20.25,51.85,77.17,947,51,263.77,274.15,9.83,4.93
2,4.19,17.85,10000.0,59.849,4405,57.39,56.46,21.36,115.84,44.87,601,58,281.48,325.82,1.52,2.01
59,2.93,17.51,10000.0,54.097,3164,72.75,71.43,24.86,100.51,1.07,186,69,261.97,266.83,1.88,9.84
57,2.84,20.51,10000.0,67.553,2987,77.36,71.01,21.62,12.45,77.78,255,53,282.0,306.38,3.9,3.54
3,2.95,18.47,10000.0,63.424,8785,63.96,56.54,20.23,639.86,22.77,404,49,280.91,305.25,9.31,3.95
4,2.61,22.72,10000.0,53.799,8791,71.9,65.34,24.78,568.65,32.71,766,38,290.16,268.33,8.1,9.3
34,2.4,25.3,10000.0,57.825,3537,69.57,63.92,21.1,288.02,56.07,860,41,292.08,256.41,3.55,3.46
2,1.92,13.83,10000.0,45.067,404,59.87,57.69,20.81,799.59,78.73,651,54,271.26,286.23,1.24,4.65
43,4.74,15.04,10000.0,51.056,7116,66.89,69.64,21.69,556.17,64.77,232,62,286.3,348.2,9.86,6.2
51,3.59,11.37,10000.0,64.73,5696,60.64,65.43,24.96,133.78,64.0,676,60,282.37,323.57,5.54,3.32
19,2.15,20.08,10000.0,50.739,2768,65.55,69.52,20.3,467.4,84.88,733,35,254.08,335.69,6.54,2.91
1,2.89,16.12,10000.0,68.281,5296,77.7,62.71,20.64,13.3,7.66,570,61,280.26,335.7,7.95,9.26
8,2.18,18.79,10000.0,45.23,1867,60.06,68.99,24.32,742.63,84.41,457,38,292.21,345.57,4.76,4.14
60,2.1,22.04,10000.0,72.386,1603,62.28,68.93,24.17,207.23,7.81,789,62,268.0,348.35,5.19,7.47
49,1.61,26.81,10000.0,59.675,8094,61.93,70.79,20.99,677.89,89.14,207,53,281.06,320.48,2.14,2.03
8,4.04,16.67,10000.0,61.432,2064,63.83,55.48,21.7,455.43,80.49,514,35,281.31,282.95,9.55,4.25
62,1.92,11.08,10000.0,48.64,5834,76.5,59.81,21.7,392.18,97.8,428,59,261.44,297.36,4.06,6.27
39,1.99,16.28,10000.0,51.275,8861,65.85,61.26,24.02,68.64,71.23,573,42,274.45,293.46,9.15,5.38
7,2.52,22.74,10000.0,48.705,2400,59.91,68.69,21.88,782.0,16.9,968,35,298.0,298.43,3.88,5.82
40,3.08,22.89,10000.0,65.443,3279,61.82,56.32,23.24,853.9,90.88,364,59,276.43,252.27,1.95,5.5
31,2.52,17.76,10000.0,41.809,597,55.46,68.16,24.57,234.36,63.92,671,58,275.88,331.61,2.08,3.82
18,2.02,16.94,10000.0,46.472,5699,69.47,62.06,22.35,509.52,18.7,547,62,276.67,266.41,3.52,3.42
12,2.52,22.23,10000.0,53.903,4280,73.18,59.22,20.15,987.26,53.75,657,60,265.27,296.2,9.84,8.94
41,3.74,13.83,10000.0,63.146,5394,61.69,61.23,24.74,627.05,60.68,270,66,268.62,276.96,3.16,7.27
35,1.72,16.26,10000.0,64.484,1470,67.36,56.47,23.32,562.06,78.51,802,35,282.27,264.5,7.85,4.78
29,2.71,21.37,10000.0,51.112,835,55.48,69.05,22.58,184.46,88.02,198,41,297.67,319.31,5.35,8.51
30,1.23,12.9,10000.0,54.401,2163,74.66,69.01,21.8,69.72,1.36,184,54,265.47,293.35,1.62,2.93
9,1.93,17.13,10000.0,65.803,8162,60.97,58.15,23.84,301.29,8.38,801,68,294.94,316.27,8.58,1.04
28,0.84,22.51,10000.0,58.062,5027,72.61,66.7,21.03,993.16,64.56,760,53,292.55,321.46,1.15,9.86
47,3.73,18.17,10000.0,48.035,347,66.5,65.65,22.61,280.61,46.77,684,59,298.01,289.52,9.86,8.71
44,1.5,21.73,10000.0,47.519,4423,55.13,60.39,20.99,869.5,57.81,606,68,295.58,342.29,8.77,8.17
58,2.45,15.51,10000.0,66.814,3903,65.99,65.2,21.36,575.83,65.66,373,69,298.67,346.58,9.67,7.49
15,1.19,21.17,10000.0,71.306,2642,64.93,65.42,24.77,318.46,97.33,668,43,297.82,288.22,6.13,9.85
56,1.95,20.61,10000.0,54.192,7856,55.02,63.9,23.77,948.55,97.25,441,60,275.08,300.51,3.04,8.49
25,3.04,15.38,10000.0,53.564,1885,64.47,67.38,24.33,319.17,46.35,573,38,264.16,280.61,1.91,2.6
31,1.52,17.35,10000.0,56.355,9994,63.92,67.97,23.16,281.72,4.44,111,42,262.51,321.59,7.86,9.17
32,1.82,19.98,10000.0,69.943,4097,65.85,68.91,21.49,565.34,94.76,606,43,293.62,331.68,8.4,4.97
54,3.11,22.7,10000.0,66.274,7321,61.15,64.96,20.84,942.95,99.64,760,69,259.33,271.96,8.66,9.04
46,0.14,21.42,10000.0,48.055,363,65.21,65.11,21.41,610.99,42.14,261,46,295.08,271.39,6.17,7.31
14,2.5,15.99,10000.0,57.272,7057,69.7,60.15,24.4,27.63,72.04,814,51,252.32,279.42,1.42,1.18
63,2.9,23.04,10000.0,40.96,5637,64.52,69.75,20.25,792.97,14.7,289,36,254.29,328.22,8.85,4.63
8,2.34,21.5,10000.0,53.719,4998,71.68,55.82,22.42,289.14,58.63,569,69,271.84,270.6,3.5,5.7
44,1.93,23.55,10000.0,41.03,9428,68.6,59.16,24.14,99.6,87.38,769,35,295.89,273.23,6.84,3.33
17,3.14,19.72,10000.0,58.93,3150,64.93,64.93,24.39,444.97,87.45,801,55,290.9,331.45,2.26,3.18
25,1.2,21.73,10000.0,52.183,8267,63.67,60.47,24.19,43.46,42.42,656,42,278.68,265.04,5.29,4.49
18,1.92,18.15,10000.0,57.062,3259,58.3,65.21,22.18,429.82,49.57,741,60,272.43,325.29,9.66,8.88
48,1.84,14.0,10000.0,72.251,2694,58.38,65.46,22.21,651.39,61.77,576,61,264.39,275.99,6.5,2.48
36,3.38,17.91,10000.0,52.668,3589,62.56,57.11,24.12,969.98,2.15,393,44,272.42,337.85,2.83,4.01
41,1.41,20.84,10000.0,42.492,2864,74.38,55.1,22.84,831.74,26.23,185,48,255.91,335.1,1.17,4.24
37,2.76,25.79,10000.0,31.667,2393,64.14,60.2,21.9,985.24,38.53,573,44,264.96,334.7,7.23,6.39
10,1.96,20.92,10000.0,48.544,8767,61.45,68.34,23.86,331.58,40.89,972,64,291.48,332.34,3.63,3.02
30,3.37,25.16,10000.0,61.228,3372,58.63,58.0,22.18,737.94,33.46,177,57,263.8,295.77,7.62,8.24
37,3.59,20.02,10000.0,74.39,973,58.61,60.82,21.33,422.16,65.59,656,42,253.86,334.77,9.86,7.54
47,0.05,25.4,10000.0,67.99,6943,65.55,71.73,22.67,944.1,9.38,884,61,297.35,315.84,9.82,8.2
4,0.71,19.15,10000.0,64.163,1792,63.42,58.57,24.47,243.34,43.37,510,44,277.2,329.45,9.91,5.77
49,1.83,20.61,10000.0,51.197,4945,72.17,69.93,22.3,504.24,81.72,937,45,255.92,343.04,4.52,2.97
42,2.01,26.72,10000.0,52.476,8474,55.25,71.41,21.05,296.19,30.02,828,40,281.54,264.97,7.39,2.31
1,2.96,20.5,10000.0,67.49,6783,59.83,59.86,23.91,900.04,47.97,674,40,273.03,342.49,6.5,1.32
1,1.22,20.95,10000.0,67.279,6342,73.85,66.54,20.13,552.37,68.42,934,65,292.07,309.65,8.73,9.64
1,3.92,25.23,10000.0,52.267,7553,73.89,55.55,23.13,125.26,22.99,133,49,295.23,285.41,7.77,2.36
26,3.93,24.27,10000.0,50.004,444,58.92,63.38,24.08,822.07,52.86,352,46,266.42,255.09,9.88,3.58
44,1.94,20.97,10000.0,54.504,4307,72.43,61.88,20.04,257.2,65.74,312,41,258.18,312.6,4.42,6.17
40,3.27,21.4,10000.0,53.872,458,69.1,57.31,24.33,596.24,14.5,118,44,256.89,262.41,5.28,7.25
53,3.54,19.21,10000.0,62.808,6720,76.35,68.37,20.38,96.42,22.64,726,61,291.79,291.26,7.4,5.83
46,1.98,16.71,10000.0,59.032,3810,67.74,62.66,24.92,241.5,32.42,373,61,283.06,292.66,7.62,9.52
50,3.07,17.06,10000.0,53.319,2996,77.86,55.02,22.64,4.57,75.31,246,46,256.78,338.2,6.7,6.95
43,1.44,23.09,10000.0,60.241,4672,76.54,60.06,23.34,737.71,55.78,166,53,252.21,290.85,8.37,9.64
37,1.44,25.27,10000.0,50.547,6848,68.24,61.38,22.73,426.07,18.97,663,59,267.32,253.8,7.64,1.48
24,2.42,18.78,10000.0,64.189,5970,76.77,63.36,22.06,237.8,90.93,137,37,285.79,333.38,4.44,4.07
28,1.0,20.97,10000.0,62.18,2484,72.09,66.76,24.38,279.52,14.08,181,56,281.51,252.75,4.7,4.77
23,2.82,17.62,10000.0,55.531,949,65.03,58.06,21.22,916.65,76.98,733,38,296.77,335.94,9.78,8.88
36,1.13,18.42,10000.0,42.501,7499,69.76,69.04,22.79,434.63,13.94,795,46,279.05,270.74,2.76,8.55
37,3.49,20.03,10000.0,47.963,1908,72.58,56.6,23.54,165.92,38.55,347,36,258.06,347.05,5.27,7.91
60,2.31,17.05,10000.0,57.747,9917,73.11,68.63,24.02,105.82,15.37,835,39,258.77,298.05,3.21,1.16
21,3.51,20.3,10000.0,52.295,285,63.1,69.07,24.07,720.35,97.88,619,55,263.77,345.77,9.94,4.15
24,2.3,17.79,10000.0,53.39,8510,77.85,59.74,21.77,802.45,28.34,131,53,296.71,347.95,4.51,8.51
59,2.35,18.24,10000.0,56.638,3762,61.34,57.01,21.29,167.63,41.48,872,58,256.49,269.96,5.17,1.13
46,3.91,17.74,10000.0,39.353,5780,70.23,60.99,24.26,548.32,14.23,820,48,251.22,349.79,9.72,4.51
33,2.9,25.96,10000.0,72.13,1821,58.53,64.53,23.06,156.36,61.4,712,37,254.25,290.35,7.3,8.83
54,4.0,22.48,10000.0,55.137,2352,68.46,70.98,23.31,269.44,89.1,283,55,275.37,299.13,8.09,8.6
20,2.33,29.21,10000.0,59.256,3577,59.12,67.93,23.09,644.51,69.01,211,40,264.37,304.99,3.42,7.36
18,3.0,21.02,10000.0,75.424,5906,59.59,62.1,24.06,851.78,69.73,991,37,264.05,255.23,3.42,4.12
54,2.17,11.05,10000.0,54.776,6849,62.48,68.96,22.94,171.91,98.92,616,55,287.89,264.04,2.91,9.51
12,2.98,19.46,10000.0,69.909,5003,66.32,68.21,24.82,373.95,99.83,909,41,256.09,269.04,7.02,2.37
29,1.01,21.27,10000.0,54.622,2319,77.23,63.74,21.58,247.66,57.02,125,58,266.75,310.22,2.79,4.82
17,0.98,19.34,10000.0,54.122,3935,75.9,57.01,23.91,992.07,86.34,689,46,274.71,328.97,2.5,6.53
32,3.09,22.01,10000.0,56.66,2306,62.16,68.81,24.28,352.33,35.61,152,67,260.83,304.82,5.43,7.5
31,1.23,18.69,10000.0,72.178,7032,74.91,68.69,21.69,320.8,83.65,780,64,281.92,263.77,4.78,5.83
17,0.95,15.24,10000.0,65.488,9810,72.18,64.61,24.31,869.43,75.79,894,47,290.92,306.07,6.24,2.38
60,2.08,19.84,10000.0,47.655,9768,76.93,57.38,22.52,769.19,87.38,253,56,278.26,253.44,1.85,2.67
12,2.67,16.02,10000.0,58.316,9831,77.26,71.39,21.37,238.59,59.48,167,47,283.78,341.64,1.96,3.22
12,3.72,27.58,10000.0,53.299,6887,59.32,64.98,20.94,8.13,76.11,989,58,268.66,277.06,1.1,4.19
43,2.04,21.66,10000.0,68.004,6217,72.62,70.02,22.04,271.65,17.35,441,48,286.08,321.67,1.47,9.98
32,3.17,14.66,10000.0,66.775,3110,64.52,64.34,21.06,609.64,88.3,272,49,288.33,340.35,5.17,5.88
44,2.64,23.56,10000.0,64.186,1867,59.08,65.69,23.57,262.17,55.18,231,35,278.74,313.48,2.92,6.36
40,3.86,24.5,10000.0,70.062,8439,60.66,67.51,20.33,379.1,33.55,326,58,288.85,348.27,5.66,4.98
27,3.37,9.81,10000.0,50.29,3277,66.69,70.59,22.74,344.17,52.14,148,47,273.18,285.87,2.92,5.89
42,2.49,20.64,10000.0,53.004,8789,70.72,66.19,20.27,842.56,31.73,649,59,287.38,326.42,6.73,3.01
37,0.23,20.63,10000.0,53.042,3100,68.57,70.53,20.44,667.3,84.76,440,62,270.86,311.26,7.35,9.42
16,2.16,18.41,10000.0,68.173,9090,64.67,55.57,22.18,483.43,83.61,605,44,282.33,336.83,7.91,9.53
40,2.14,16.88,10000.0,66.99,9360,74.43,64.34,20.93,997.88,43.75,591,68,289.9,273.06,5.65,4.32
47,1.95,18.37,10000.0,33.56,3671,76.77,57.12,21.5,309.05,25.53,688,45,299.82,303.89,9.68,9.42
41,3.13,19.57,10000.0,78.927,2005,64.93,55.84,22.48,348.1,37.34,774,59,279.66,252.08,2.5,7.33
45,2.35,23.56,10000.0,68.612,6585,59.74,57.47,22.83,719.82,23.22,808,57,275.57,301.81,2.05,5.18
18,1.8,23.05,10000.0,53.309,1094,73.06,60.19,21.41,695.02,51.85,547,66,287.21,334.78,5.62,6.1
19,3.86,25.92,10000.0,40.709,4749,73.71,59.18,23.26,700.5,97.19,425,64,274.36,285.28,9.69,8.62
2,2.01,21.01,10000.0,61.402,2090,56.12,59.12,24.46,99.89,91.95,604,55,261.11,279.69,1.43,9.08
24,1.96,24.57,10000.0,52.464,9872,56.58,55.7,21.77,823.59,34.04,930,39,284.97,328.72,9.81,3.6
15,2.77,19.34,10000.0,73.348,3823,66.42,69.29,21.23,507.03,41.78,761,61,266.14,295.4,6.5,7.55
13,3.43,21.66,10000.0,75.243,9783,56.62,65.64,23.99,481.18,33.37,862,47,265.95,305.44,9.36,6.16
60,1.16,21.14,10000.0,61.472,3345,56.34,67.3,21.38,510.6,52.51,452,62,276.96,295.77,6.28,7.08
7,2.62,16.36,10000.0,48.482,4365,75.46,67.34,22.34,893.03,9.47,205,70,273.67,315.74,2.03,3.36
64,2.54,16.82,10000.0,73.291,8003,76.96,60.37,23.89,743.23,62.43,599,39,260.53,282.27,1.94,5.34
36,3.16,17.14,10000.0,64.347,5893,59.28,61.55,24.21,651.23,79.48,763,37,289.09,270.62,3.12,4.55
26,1.4,22.33,10000.0,66.012,1264,58.34,55.01,20.63,123.26,34.89,531,61,278.64,263.51,2.22,4.02
51,3.01,22.92,10000.0,52.796,1730,73.38,55.79,20.08,424.62,80.62,932,44,268.06,265.29,6.29,4.78
57,2.64,24.37,10000.0,61.146,9868,61.88,64.46,22.05,518.86,30.44,730,55,296.44,273.32,7.25,3.71
46,3.53,23.37,10000.0,57.039,9924,61.99,58.54,21.3,475.93,55.53,743,41,299.95,347.65,3.53,6.12
44,1.59,22.36,10000.0,46.557,8488,66.26,62.65,22.57,233.63,19.74,815,44,276.38,315.25,1.94,5.62
17,1.86,18.46,10000.0,74.95,1883,74.36,66.6,23.66,114.34,1.69,673,37,271.28,264.18,7.95,2.71
61,2.79,19.16,10000.0,64.581,2699,55.36,57.83,23.52,22.09,1.04,187,65,277.92,303.45,5.06,2.69
41,0.13,17.2,10000.0,52.998,7705,56.37,69.53,24.56,4.91,48.96,271,44,278.92,317.19,5.35,3.89
17,4.37,24.44,10000.0,58.906,6120,65.9,63.43,24.6,608.13,24.6,348,41,278.07,312.51,9.48,2.32
31,1.3,12.9,10000.0,51.839,4754,64.63,57.31,22.08,661.72,83.77,483,37,291.07,326.17,4.68,1.01
11,3.42,22.02,10000.0,55.868,6879,59.27,57.75,24.2,779.06,89.54,354,68,276.44,348.74,6.26,8.52
36,3.04,18.84,10000.0,60.42,595,63.81,55.61,23.2,13.6,24.79,814,67,287.5,306.57,9.77,2.16
49,2.42,23.53,10000.0,67.564,7296,62.36,63.84,21.19,219.22,73.33,854,43,285.82,336.46,4.05,8.15
52,4.52,24.04,10000.0,59.154,4408,67.69,56.57,21.63,979.65,74.63,174,60,299.04,263.51,9.8,6.4
49,2.59,16.88,10000.0,35.039,6856,75.55,66.85,24.07,497.38,97.13,403,47,257.19,285.08,8.31,2.92
61,1.27,25.46,10000.0,37.561,9114,63.1,71.96,20.81,618.71,9.63,393,52,272.38,272.86,3.98,9.66
45,3.06,20.37,10000.0,53.38,671,70.16,58.05,23.7,226.9,5.33,527,65,270.89,260.74,1.27,7.43
53,2.76,21.74,10000.0,72.618,1535,60.57,62.75,20.16,678.46,29.38,977,68,289.07,271.87,4.55,4.75
56,2.65,19.32,10000.0,61.932,7946,56.2,65.33,21.16,678.08,72.39,589,37,274.42,301.54,4.43,3.39
7,3.1,21.59,10000.0,64.141,3229,69.49,68.24,24.33,245.89,55.61,606,59,294.06,344.33,2.92,1.85
57,2.81,27.29,10000.0,74.593,8035,60.82,56.76,20.17,560.42,52.39,157,57,254.89,262.5,5.39,7.5
11,1.83,28.08,10000.0,50.292,2730,75.76,60.93,21.07,793.26,3.74,994,51,264.73,279.57,7.66,2.01
36,3.09,17.35,10000.0,60.848,1075,73.7,63.27,20.9,937.02,81.76,955,35,274.32,277.87,6.8,2.84
14,3.58,21.23,10000.0,52.299,660,75.37,61.48,22.57,559.22,4.92,565,35,296.68,277.47,4.73,3.76
28,2.89,24.81,10000.0,61.674,8200,55.49,68.22,20.69,756.21,57.41,149,57,263.0,276.06,8.64,7.76
56,2.8,15.8,10000.0,41.641,8917,67.05,59.05,21.02,226.2,92.02,195,52,281.25,264.08,3.9,5.71
35,1.36,18.71,10000.0,78.966,8324,61.36,68.21,23.29,947.26,62.54,565,45,286.71,263.86,7.33,3.63
46,2.5,19.49,10000.0,50.979,4606,68.53,60.46,21.0,402.06,38.34,845,68,291.88,262.33,6.45,5.28
54,1.26,27.45,10000.0,69.477,3124,69.94,69.36,22.19,151.8,86.1,279,43,277.32,277.16,9.99,2.42
8,2.87,15.89,10000.0,62.39,7141,58.53,58.48,22.05,176.35,54.39,343,43,262.91,260.77,8.67,1.7
5,2.74,26.99,10000.0,84.687,8742,63.62,59.72,22.77,601.56,36.8,983,59,263.11,303.68,6.54,7.2
33,0.94,18.11,10000.0,55.858,5870,72.28,56.95,20.63,90.39,40.72,758,66,299.95,258.81,2.2,2.45
47,1.56,20.59,10000.0,54.676,4790,71.95,55.78,24.26,662.56,12.31,686,61,289.19,305.09,8.28,4.28
15,1.85,27.22,10000.0,57.982,2274,76.6,61.99,20.87,352.77,71.58,723,69,263.98,325.5,1.57,1.13
1,2.39,10.92,10000.0,65.478,4145,61.91,67.36,22.7,712.75,34.53,744,45,282.81,304.73,5.92,1.02
18,2.32,24.78,10000.0,62.746,3000,71.2,69.94,22.19,543.04,42.88,952,53,261.88,337.13,1.48,7.31
19,1.85,19.32,10000.0,51.4,6811,67.12,58.14,21.54,247.34,52.32,531,56,261.56,300.48,3.78,4.49
37,0.65,21.05,10000.0,58.079,4972,65.52,55.27,24.09,503.68,32.57,952,48,282.04,349.13,3.29,8.1
57,4.69,14.82,10000.0,51.773,4736,73.15,64.68,21.34,903.78,73.71,238,45,250.23,278.0,6.35,3.4
18,3.52,18.68,10000.0,54.535,7375,64.22,58.49,22.33,823.41,24.09,453,64,290.96,266.22,3.59,4.82
63,2.73,19.25,10000.0,64.106,1546,71.63,58.7,20.88,816.76,11.27,576,49,279.99,322.82,9.47,7.63
24,2.87,24.32,10000.0,48.231,8038,58.47,55.06,24.03,818.13,87.29,599,61,259.08,254.03,3.16,8.07
9,3.09,19.33,10000.0,69.608,4034,68.87,65.93,21.1,423.94,58.63,1000,59,264.23,307.27,9.54,4.63
1,3.23,24.85,10000.0,67.294,9537,74.06,62.92,24.29,909.0,49.24,226,48,290.3,342.86,4.4,4.22
21,3.9,24.41,10000.0,55.198,9002,56.95,61.5,24.11,542.64,18.99,471,46,288.77,329.58,8.64,4.58
51,2.51,17.67,10000.0,65.355,7622,70.21,71.99,22.54,846.33,77.01,957,55,282.66,252.4,5.05,5.43
42,1.53,30.13,10000.0,63.385,8495,76.77,56.53,24.01,888.99,51.41,865,62,291.35,304.92,3.27,5.68
10,3.5,23.01,10000.0,57.261,5254,59.9,55.02,21.59,39.06,5.86,429,53,256.61,297.25,5.98,3.39
33,2.39,10.44,10000.0,37.206,30,69.71,57.9,22.32,864.96,93.58,373,59,259.81,317.5,1.75,3.39
35,2.77,26.55,10000.0,65.225,5132,76.06,55.47,20.01,829.71,38.58,205,43,256.69,335.23,4.38,7.49
42,2.04,23.22,10000.0,53.639,7612,66.01,66.39,22.5,360.68,7.55,550,39,278.36,304.26,3.86,2.58
27,3.53,18.24,10000.0,47.969,9895,55.53,68.23,24.29,211.99,35.1,780,38,252.0,276.46,4.49,7.05
64,2.63,19.94,10000.0,59.922,3655,62.84,68.78,24.7,813.13,80.93,282,47,255.56,335.41,2.9,8.96
7,3.7,21.36,10000.0,59.464,7025,60.51,70.94,21.4,463.07,52.04,302,44,257.05,287.5,3.41,6.93
30,4.46,28.78,10000.0,61.441,8522,69.36,62.47,23.27,637.48,40.74,314,43,272.55,304.42,4.75,9.73
53,1.79,25.1,10000.0,47.868,100,70.78,70.78,20.75,25.51,99.94,111,58,262.21,283.47,9.36,1.52
33,2.61,17.87,10000.0,65.13,6779,75.82,65.14,22.13,767.62,13.12,965,45,289.76,271.0,4.96,1.63
13,2.01,18.58,10000.0,59.203,2667,58.75,60.89,23.94,561.2,53.86,319,62,267.9,343.21,7.63,8.18
51,3.48,17.64,10000.0,61.977,7402,57.7,59.5,22.26,687.79,87.76,318,46,291.53,292.12,8.63,6.12
10,1.95,17.11,10000.0,50.553,4010,71.05,61.18,24.15,510.95,95.89,749,37,279.47,281.61,4.53,2.98
23,0.4,22.25,10000.0,53.316,9720,71.89,61.79,21.68,679.53,7.15,781,43,269.36,279.89,8.18,7.16
43,1.61,23.46,10000.0,50.053,2021,70.57,69.65,21.28,44.77,11.41,639,47,283.97,323.76,7.52,9.82
17,1.9,16.47,10000.0,62.594,8532,58.65,58.02,20.67,668.81,7.96,368,55,276.7,262.35,5.48,9.37
45,2.07,15.21,10000.0,61.046,2003,64.4,67.61,24.71,311.0,52.65,573,65,268.94,282.24,6.68,4.56
35,1.4,23.43,10000.0,69.696,8860,77.18,59.34,22.0,912.75,64.92,821,59,272.09,300.03,5.92,2.52
5,3.99,14.83,10000.0,68.728,8457,57.3,71.07,21.91,872.8,31.14,414,64,261.71,284.05,2.59,7.32
2,2.59,18.73,10000.0,48.318,638,67.88,59.5,21.98,51.9,85.4,908,45,260.45,283.81,8.78,6.5
47,1.46,16.59,10000.0,62.529,3472,65.46,59.92,23.0,827.2,27.65,875,70,254.84,273.16,1.12,4.07
60,3.28,28.08,10000.0,68.04,3519,77.86,59.54,24.59,152.94,23.11,627,56,255.02,269.5,5.09,5.04
17,3.7,16.07,10000.0,68.826,5223,58.26,67.06,22.89,574.41,21.88,213,64,294.56,286.03,3.49,9.55
21,2.08,23.39,10000.0,68.023,6664,55.87,67.38,23.55,713.8,43.13,472,37,277.8,340.98,2.79,5.85
57,2.18,26.35,10000.0,55.517,5198,74.16,63.18,24.37,739.08,64.2,357,57,257.82,320.78,8.33,7.77
47,3.14,11.86,10000.0,53.719,6329,64.43,63.62,24.31,612.78,65.63,569,40,251.19,344.75,6.98,3.94
27,2.29,26.78,10000.0,64.016,2205,56.12,56.31,24.36,887.45,2.0,865,36,291.12,281.89,2.08,5.94
35,2.13,16.08,10000.0,69.957,6660,71.89,70.79,22.29,2.67,69.19,676,52,272.88,268.75,9.24,1.51
51,1.39,20.66,10000.0,67.353,2176,61.15,71.95,20.15,832.65,77.75,726,61,275.02,265.45,7.61,4.22
19,3.79,21.93,10000.0,60.535,7129,63.73,63.31,21.72,216.24,92.77,332,41,298.99,311.47,7.2,4.86
22,2.47,16.11,10000.0,59.104,5138,55.8,71.94,20.98,385.71,91.76,466,50,285.13,280.26,4.79,4.0
14,2.7,16.47,10000.0,49.062,3918,72.63,55.73,21.61,335.15,35.07,122,69,290.0,276.71,1.25,3.87
5,2.28,21.21,10000.0,55.137,4607,76.68,62.99,22.31,326.5,76.13,146,61,282.84,331.7,5.67,1.31
39,2.64,18.73,10000.0,59.549,2222,74.25,67.5,24.57,23.07,34.8,865,53,261.53,333.95,9.92,6.35
22,3.02,15.26,10000.0,65.88,9971,71.92,69.9,21.21,67.5,32.76,948,70,279.51,264.11,9.24,9.1
